Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets
TG Southee,New Zealand,2008,2024,126,123,458.5,7,3671,164,22.384146341463413,8.000726480203415,16.786585365853657,5/18,2,2
Rashid Khan (AFG/ICC),NA,2015,2024,93,93,353.2,1,2149,152,14.138157894736842,6.082075471698113,13.947368421052632,5/3,7,2
Shakib Al Hasan,BAN,2006,2024,129,126,457.3,3,3117,149,20.91946308724832,6.81311475409836,18.42281879194631,5/20,6,2
IS Sodhi,New Zealand,2014,2024,119,114,402.3,0,3214,138,23.28985507246377,7.985093167701863,17.5,4/28,3,0
Mustafizur Rahman,BAN,2015,2024,106,105,379.4,8,2854,132,21.62121212121212,7.5171202809482,17.257575757575758,6/10,3,2
MR Adair,Ireland,2019,2024,88,88,316.2,2,2437,127,19.188976377952756,7.7038988408851425,14.94488188976378,4/13,4,0
AU Rashid,England,2009,2024,119,114,416.2,5,3058,126,24.26984126984127,7.34507606084868,19.825396825396826,4/2,3,0
PW Hasaranga,Sri Lanka,2019,2024,76,74,277,2,1920,125,15.36,6.931407942238267,13.296,4/9,4,0
SO Ngoche,Kenya,2010,2024,98,95,329.4,14,1936,117,16.54700854700855,5.872598584428717,16.905982905982903,4/14,3,0
MJ Santner,New Zealand,2015,2024,106,104,367,2,2577,117,22.025641025641026,7.021798365122616,18.82051282051282,4/11,3,0
A Zampa,Australia,2016,2024,95,94,342.5,1,2458,117,21.00854700854701,7.169664560038892,17.581196581196583,5/19,2,1
Ehsan Khan,Hong Kong,2016,2024,78,77,281.5,4,1710,114,15,6.067415730337079,14.833333333333334,4/5,5,0
Bilal Khan,OMA,2015,2024,79,78,283,7,1919,110,17.445454545454545,6.780918727915195,15.436363636363636,4/19,3,0
CJ Jordan,England,2014,2024,95,94,325.3,2,2847,108,26.36111111111111,8.746543778801843,18.083333333333332,4/6,4,0
S Lamichhane (ICC/NEP),NA,2018,2024,58,58,219.5,7,1352,108,12.518518518518519,6.150113722517058,12.212962962962964,5/9,2,1
Haris Rauf,Pakistan,2020,2024,75,73,270.4,1,2213,107,20.682242990654206,8.176108374384238,15.177570093457941,4/18,4,0
SL Malinga,Sri Lanka,2006,2020,84,83,299.5,1,2225,107,20.794392523364486,7.420789327404114,16.813084112149532,5/6,1,2
Shadab Khan,Pakistan,2017,2024,104,96,348.1,3,2522,107,23.570093457943926,7.243657252273815,19.523364485981308,4/8,3,0
Shahid Afridi (ICC/PAK),NA,2006,2018,99,97,361.2,4,2396,98,24.448979591836736,6.6309963099631,22.122448979591837,4/11,3,0
Karan KC,NEP,2015,2024,75,75,245,6,1902,97,19.608247422680414,7.763265306122449,15.154639175257731,5/21,3,1
Shaheen Shah Afridi,Pakistan,2018,2024,73,73,264.4,2,2065,97,21.288659793814432,7.802267002518893,16.371134020618555,4/22,2,0
YS Chahal,India,2016,2023,80,79,294,2,2409,96,25.09375,8.193877551020408,18.375,6/25,2,1
Mohammad Nabi,Afghanistan,2010,2024,129,120,368.4,5,2704,96,28.166666666666668,7.334538878842676,23.041666666666668,4/10,3,0
H Ssenyondo,UGA,2019,2024,80,76,262.4,9,1424,96,14.833333333333334,5.421319796954315,16.416666666666664,4/4,7,0
Arshdeep Singh,India,2022,2024,60,60,206.4,2,1720,95,18.105263157894736,8.32258064516129,13.052631578947368,4/9,2,0
Aizaz Khan,Hong Kong,2014,2024,85,78,247.5,4,1927,92,20.945652173913043,7.775386684599865,16.16304347826087,4/26,2,0
B Kumar,India,2012,2022,87,86,298.3,10,2079,90,23.1,6.964824120603015,19.9,5/4,3,2
JJ Bumrah,India,2016,2024,70,69,251.3,12,1579,89,17.741573033707866,6.278330019880715,16.95505617977528,3/7,0,0
HH Pandya,India,2016,2024,109,97,289.5,4,2370,89,26.629213483146067,8.177113283496263,19.53932584269663,4/16,3,0
T Shamsi,South Africa,2017,2024,70,70,251.3,1,1860,89,20.89887640449438,7.395626242544732,16.95505617977528,5/24,3,1
Saeed Ajmal,Pakistan,2009,2015,64,63,238.2,2,1516,85,17.83529411764706,6.360839160839161,16.823529411764707,4/19,4,0
Umar Gul,Pakistan,2007,2016,60,60,200.3,2,1443,85,16.976470588235294,7.197007481296758,14.152941176470588,5/6,4,2
TA Boult,New Zealand,2013,2024,61,61,231.3,4,1779,83,21.433734939759034,7.684665226781857,16.734939759036145,4/13,2,0
GH Dockrell,Ireland,2010,2024,141,93,266.2,1,1905,83,22.951807228915662,7.152690863579475,19.253012048192772,4/20,1,0
M Akayezu,RWN,2021,2024,80,70,207.2,3,1674,82,20.414634146341463,8.07395498392283,15.170731707317072,4/9,3,0
PA van Meekeren,NED,2013,2024,71,69,237.3,4,1664,82,20.29268292682927,7.0063157894736845,17.378048780487806,4/11,2,0
MRJ Watt,Scotland,2015,2024,70,67,242.1,4,1700,82,20.73170731707317,7.019958706125259,17.71951219512195,5/27,2,1
MA Starc,Australia,2012,2024,65,65,243,2,1881,79,23.810126582278482,7.7407407407407405,18.455696202531644,4/20,1,0
DJ Bravo,West Indies,2006,2021,91,77,250.5,0,2036,78,26.102564102564102,8.116943521594685,19.294871794871796,4/19,3,0
Junaid Siddique,United Arab Emirates,2019,2024,63,63,233.5,3,1748,78,22.41025641025641,7.475409836065573,17.987179487179485,4/12,3,0
JB Little,Ireland,2016,2024,69,68,254.2,2,1910,78,24.487179487179485,7.509829619921363,19.564102564102566,4/23,2,0
Pavandeep Singh,MAS,2019,2024,65,65,241.5,7,1397,78,17.91025641025641,5.77670572019297,18.602564102564102,4/16,1,0
AR Ramjani,UGA,2022,2024,45,43,148.1,8,721,76,9.486842105263158,4.866141732283465,11.697368421052632,4/9,3,0
SM Sharif,Scotland,2012,2024,69,68,231.4,1,1880,76,24.736842105263158,8.115107913669066,18.289473684210527,4/24,2,0
Sikandar Raza,Zimbabwe,2013,2024,96,84,241.2,3,1682,76,22.13157894736842,6.969613259668508,19.05263157894737,5/18,2,1
CA Young,Ireland,2015,2024,66,64,219.2,1,1766,76,23.236842105263158,8.051671732522797,17.31578947368421,4/13,2,0
A Bohara,NEP,2019,2024,62,59,201.4,2,1478,75,19.706666666666667,7.3289256198347115,16.133333333333333,6/11,2,1
Taskin Ahmed,BAN,2014,2024,70,68,242.5,4,1835,75,24.466666666666665,7.55662319835278,19.426666666666666,4/16,2,0
K Irakoze,RWN,2021,2024,75,72,216,5,1416,74,19.135135135135137,6.555555555555555,17.513513513513512,4/20,3,0
Vraj Patel,Kenya,2021,2024,53,52,189,8,1007,74,13.608108108108109,5.328042328042328,15.324324324324325,5/12,1,1
Imad Wasim,Pakistan,2015,2024,75,74,256,4,1588,73,21.753424657534246,6.203125,21.041095890410958,5/14,1,1
Virandeep Singh,MAS,2019,2024,84,63,178.3,6,990,73,13.561643835616438,5.546218487394958,14.67123287671233,4/5,3,0
R Ashwin,India,2010,2022,65,65,242,3,1672,72,23.22222222222222,6.909090909090909,20.166666666666668,4/8,2,0
R Ngarava,Zimbabwe,2019,2024,60,60,215.2,10,1501,72,20.84722222222222,6.970588235294118,17.944444444444443,4/16,1,0
Zahoor Khan,United Arab Emirates,2017,2023,57,57,206.3,1,1406,72,19.52777777777778,6.808716707021792,17.208333333333332,4/16,2,0
D Maisuria,BOT,2019,2023,37,35,126,4,672,71,9.464788732394366,5.333333333333333,10.647887323943662,5/18,4,2
Mohammad Amir,Pakistan,2009,2024,62,61,220.1,6,1558,71,21.943661971830984,7.076457229371688,18.6056338028169,4/13,1,0
B Muzarabani,Zimbabwe,2018,2024,61,60,216,6,1516,71,21.35211267605634,7.018518518518518,18.253521126760564,3/8,0,0
DM Nakrani,UGA,2019,2024,62,57,195,8,1123,71,15.816901408450704,5.758974358974359,16.47887323943662,6/7,1,2
CW Perchard,JER,2019,2024,47,45,161,1,995,71,14.014084507042254,6.180124223602484,13.605633802816902,5/17,2,1
K Rabada,South Africa,2014,2024,65,65,232.1,3,1928,71,27.154929577464788,8.30437903804738,19.619718309859156,3/18,0,0
BM Scholtz,Namibia,2019,2024,66,64,221.4,0,1355,71,19.08450704225352,6.112781954887218,18.732394366197184,4/12,2,0
Z Bimenyimana,RWN,2021,2024,78,76,220.5,6,1605,70,22.928571428571427,7.2679245283018865,18.928571428571427,3/7,0,0
Sompal Kami,NEP,2014,2024,74,74,233.4,5,1670,70,23.857142857142858,7.146932952924394,20.02857142857143,3/20,0,0
MNM Aslam,KUW,2019,2024,61,60,212,8,1257,69,18.217391304347824,5.929245283018868,18.434782608695652,4/5,2,0
Kuldeep Yadav,India,2017,2024,40,39,143.2,2,971,69,14.072463768115941,6.774418604651164,12.463768115942027,5/17,1,2
JR Hazlewood,Australia,2013,2024,52,52,197.4,7,1481,67,22.104477611940297,7.492411467116358,17.70149253731343,4/12,4,0
PJ Cummins,Australia,2011,2024,57,57,209,4,1556,66,23.575757575757574,7.444976076555024,19,3/15,0,0
JO Holder,West Indies,2014,2024,63,60,222.1,2,1906,66,28.87878787878788,8.579144786196549,20.196969696969695,5/27,2,1
LM Jongwe,Zimbabwe,2015,2024,65,57,170,0,1469,66,22.257575757575758,8.641176470588235,15.454545454545455,4/18,1,0
KMDN Kulasekara,Sri Lanka,2008,2017,58,58,205.1,6,1530,66,23.181818181818183,7.4573517465475225,18.651515151515152,4/31,2,0
BAW Mendis,Sri Lanka,2008,2014,39,39,147.3,5,952,66,14.424242424242424,6.454237288135592,13.40909090909091,6/8,3,2
N Vanua,Papau New Guinea,2015,2024,58,53,173.4,4,1255,66,19.015151515151516,7.226487523992323,15.787878787878787,5/17,2,1
Bilal Hassun,UGA,2021,2024,46,44,140.4,6,910,65,14,6.469194312796209,12.984615384615385,4/17,3,0
SCJ Broad,England,2006,2014,56,55,195.3,2,1491,65,22.93846153846154,7.626598465473146,18.046153846153846,4/24,1,0
TL Chatara,Zimbabwe,2010,2024,60,60,213.3,4,1557,65,23.953846153846154,7.292740046838407,19.70769230769231,3/7,0,0
YM Nkanya,TAN,2022,2024,51,49,163,6,868,65,13.353846153846154,5.325153374233129,15.046153846153846,5/2,3,1
LN Oluoch,Kenya,2013,2024,64,59,172.3,3,1180,65,18.153846153846153,6.840579710144928,15.923076923076923,5/20,3,1
AR Patel,India,2015,2024,66,64,201.1,2,1472,65,22.646153846153847,7.317315658657829,18.56923076923077,3/9,0,0
S Thakor,TAN,2021,2024,58,56,177,11,980,65,15.076923076923077,5.536723163841808,16.338461538461537,4/4,2,0
Waseem Abbas,MLT,2019,2024,50,50,181,2,1381,65,21.246153846153845,7.629834254143646,16.70769230769231,5/37,1,1
LH Ferguson,New Zealand,2017,2024,43,43,153.1,5,1088,64,17,7.103373231773667,14.359375,5/21,2,1
DW Steyn,South Africa,2007,2020,47,47,169.1,3,1175,64,18.359375,6.945812807881774,15.859375,4/9,2,0
RE van der Merwe (NED/SA),NA,2009,2024,60,58,189.1,1,1219,64,19.046875,6.444052863436124,17.734375,4/35,1,0
JN Frylinck,Namibia,2019,2024,65,50,160.3,1,1131,63,17.952380952380953,7.046728971962615,15.285714285714288,6/24,1,1
Imran Tahir (SA/World),NA,2013,2019,38,38,140.5,0,948,63,15.047619047619047,6.7313609467455615,13.412698412698413,5/23,2,2
AM Kimote,TAN,2021,2024,67,61,162.3,4,1122,63,17.80952380952381,6.904615384615384,15.476190476190478,4/13,2,0
L Ngidi,South Africa,2017,2024,43,43,142.5,0,1319,63,20.936507936507937,9.234539089848308,13.603174603174603,5/39,2,1
MA Baig,MWest Indies,2019,2024,39,38,134.5,3,644,62,10.387096774193548,4.776266996291718,13.048387096774194,6/9,1,3
E Sebareme,RWN,2021,2024,65,60,178.3,4,1064,62,17.161290322580644,5.96078431372549,17.274193548387096,4/6,1,0
AF Milne,New Zealand,2010,2024,53,51,180.5,3,1524,61,24.983606557377048,8.427649769585253,17.78688524590164,5/26,2,1
Mohammad Hafeez,Pakistan,2006,2021,119,79,210.1,3,1388,61,22.75409836065574,6.604282315622522,20.672131147540984,4/10,1,0
Rohan Mustafa,United Arab Emirates,2014,2023,58,56,184.2,3,1283,61,21.0327868852459,6.960216998191681,18.131147540983605,4/18,1,0
Hasan Ali,Pakistan,2016,2024,51,50,172.1,5,1456,60,24.266666666666666,8.456921587608907,17.216666666666665,4/18,1,0
Rizwan Butt,BHR,2022,2024,39,38,136.5,1,1002,60,16.7,7.322777101096223,13.683333333333334,5/12,2,2
AD Russell,West Indies,2011,2024,83,72,198.3,0,1841,60,30.683333333333334,9.27455919395466,19.85,3/19,0,0
SA Jumbe,TAN,2021,2024,56,54,155.5,1,1157,59,19.610169491525422,7.424598930481283,15.847457627118644,5/10,2,1
Mujeeb Ur Rahman,Afghanistan,2018,2024,46,46,168,1,1068,59,18.10169491525424,6.357142857142857,17.084745762711865,5/20,1,1
Naveen-ul-Haq,Afghanistan,2019,2024,45,45,149.2,1,1176,59,19.93220338983051,7.875000000000001,15.1864406779661,4/20,2,0
WD Parnell,South Africa,2009,2023,56,55,182.2,4,1513,59,25.64406779661017,8.29798903107861,18.54237288135593,5/30,1,1
D Wiese (NAM/SA),NA,2013,2024,54,54,180.4,2,1299,59,22.016949152542374,7.190036900369004,18.372881355932204,5/23,1,1
NL McCullum,New Zealand,2007,2016,63,59,187.1,0,1278,58,22.03448275862069,6.828138913624221,19.362068965517242,4/16,2,0
Muslim Yar,GER,2019,2024,44,44,154,4,947,58,16.32758620689655,6.14935064935065,15.931034482758621,3/9,0,0
KJ O'Brien,Ireland,2008,2021,110,52,152.5,0,1149,58,19.810344827586206,7.517993456924754,15.810344827586206,4/45,1,0
PM Seelaar,NED,2008,2021,77,64,188.4,4,1290,58,22.24137931034483,6.837455830388693,19.517241379310345,4/19,1,0
AJ Hosein,West Indies,2021,2024,65,61,218,1,1590,57,27.894736842105264,7.293577981651376,22.94736842105263,5/11,2,1
F Nsubuga,UGA,2019,2024,56,55,190.5,17,915,57,16.05263157894737,4.79475982532751,20.087719298245613,3/9,0,0
B Ward,JER,2019,2024,40,39,140.4,5,795,57,13.947368421052632,5.6516587677725125,14.807017543859649,4/6,3,0
S Badree (WI/World),NA,2012,2018,52,52,191,4,1180,56,21.071428571428573,6.178010471204188,20.464285714285715,4/15,1,0
BJ McCarthy,Ireland,2017,2024,56,56,200.5,3,1703,56,30.410714285714285,8.479668049792531,21.517857142857142,4/30,2,0
Ravi Bishnoi,India,2022,2024,37,37,143.4,3,1050,56,18.75,7.308584686774942,15.392857142857142,4/13,2,0
M Theekshana,Sri Lanka,2021,2024,57,57,213,0,1427,56,25.482142857142858,6.699530516431925,22.821428571428573,3/17,0,0
PVD Chameera,Sri Lanka,2015,2024,55,55,196.2,0,1588,55,28.87272727272727,8.088285229202038,21.418181818181818,4/17,1,0
WB Rankin (ENG/IRE),NA,2009,2020,50,49,178,2,1219,55,22.163636363636364,6.848314606741573,19.418181818181818,3/16,0,0
Saad Bin Zafar,Canada,2019,2024,49,47,167,7,1048,55,19.054545454545455,6.275449101796407,18.21818181818182,3/8,0,0
SM Curran,England,2019,2024,58,57,173.5,2,1462,54,27.074074074074073,8.410354745925215,19.314814814814813,5/10,0,1
Fazalhaq Farooqi,Afghanistan,2021,2024,42,42,150.4,4,1005,54,18.61111111111111,6.6703539823008855,16.74074074074074,5/9,1,1
Imran Anwar,BHR,2019,2024,60,56,165.1,3,1284,54,23.77777777777778,7.773965691220989,18.35185185185185,4/24,1,0
RA Jadeja,India,2009,2024,74,71,226,4,1612,54,29.85185185185185,7.132743362831858,25.11111111111111,3/15,0,0
O Harvey,GHA,2021,2024,42,41,142.3,3,757,54,14.018518518518519,5.312280701754385,15.833333333333336,5/36,1,1
C Rubagumya,RWN,2021,2024,75,57,155.1,6,1161,54,21.5,7.4822771213748664,17.24074074074074,3/5,0,0
Sohail Tanvir,Pakistan,2007,2017,57,57,202.2,3,1454,54,26.925925925925927,7.186161449752882,22.48148148148148,3/12,0,0
MG Erasmus,Namibia,2019,2024,65,44,134.1,1,741,53,13.981132075471699,5.522981366459628,15.18867924528302,3/7,0,0
A Nortje,South Africa,2019,2024,42,41,144.5,0,1016,53,19.169811320754718,7.014959723820483,16.39622641509434,4/7,3,0
R Shepherd,West Indies,2020,2024,50,46,147.2,0,1453,53,27.41509433962264,9.861990950226245,16.679245283018865,4/31,1,0
SS Cottrell,West Indies,2014,2023,45,44,153,4,1244,52,23.923076923076923,8.130718954248366,17.653846153846153,4/28,1,0
Ghulam Ahmadi,GER,2021,2024,44,44,163,10,998,52,19.192307692307693,6.122699386503068,18.807692307692307,5/23,2,1
AS Joseph,West Indies,2022,2024,35,34,128,0,1109,52,21.326923076923077,8.6640625,14.76923076923077,5/40,2,1
SP Narine,West Indies,2012,2019,51,49,183.4,1,1105,52,21.25,6.016333938294011,21.192307692307693,4/12,1,0
T van der Gugten,NED,2012,2024,49,48,152.1,1,1150,52,22.115384615384617,7.55750273822563,17.557692307692307,3/9,0,0
Yasim Murtaza,Hong Kong,2022,2024,47,46,161.2,2,970,52,18.653846153846153,6.0123966942148765,18.615384615384613,4/9,1,0
MM Ali,England,2014,2024,92,71,166.3,1,1384,51,27.137254901960784,8.312312312312311,19.58823529411765,3/24,0,0
RP Burl,Zimbabwe,2018,2024,82,57,154.4,3,1067,51,20.92156862745098,6.898706896551724,18.19607843137255,3/13,0,0
Fayyaz Butt,OMA,2019,2024,47,47,150.4,1,1158,51,22.705882352941178,7.685840707964602,17.725490196078432,3/16,0,0
NLTC Perera (ICC/SL/World),NA,2010,2021,84,67,183.4,1,1717,51,33.666666666666664,9.348457350272232,21.607843137254903,3/24,0,0
GP Swann,England,2008,2012,39,38,135,4,859,51,16.84313725490196,6.362962962962963,15.882352941176471,3/13,0,0
Syazrul Idrus,MAS,2019,2023,33,31,97.4,3,686,51,13.450980392156863,7.023890784982934,11.490196078431373,7/8,2,1
DJ Willey,England,2015,2022,43,43,144.1,1,1180,51,23.137254901960784,8.184971098265896,16.96078431372549,4/7,1,0
Zeeshan Maqsood,OMA,2015,2024,73,61,180.2,1,1168,51,22.901960784313726,6.4768946395563765,21.215686274509803,4/7,3,0
Khalid Ahmadi,Belg,2020,2024,34,34,122.4,1,816,50,16.32,6.652173913043478,14.72,4/5,2,0
Mohammad Nawaz (3),Pakistan,2016,2024,60,57,183.4,1,1361,50,27.22,7.41016333938294,22.04,3/5,0,0
S Muniandy,MAS,2019,2024,85,48,138.1,1,1152,50,23.04,8.337756332931242,16.58,4/13,3,0
IO Okpe,NGA,2019,2024,49,47,132.5,3,832,50,16.64,6.263488080301129,15.94,3/8,0,0
YI Patel,KUW,2022,2024,41,41,154.2,1,897,50,17.94,5.8120950323974085,18.519999999999996,4/22,1,0
AL Phehlukwayo,South Africa,2017,2024,42,39,124.4,0,1112,50,22.24,8.919786096256685,14.96,4/24,1,0
Umar Adam,MDV,2019,2024,46,43,142.2,1,1114,50,22.28,7.826697892271664,17.08,3/11,0,0
MA Wood,England,2015,2024,34,33,116.3,1,979,50,19.58,8.40343347639485,13.98,3/9,0,0
AC Agar,Australia,2016,2024,49,49,173.4,2,1129,49,23.040816326530614,6.500959692898273,21.26530612244898,6/30,0,2
DS Airee,NEP,2018,2024,74,49,138.4,4,830,49,16.93877551020408,5.985576923076923,16.979591836734695,4/18,2,0
D Heyliger,Canada,2019,2024,45,44,140.1,0,1044,49,21.306122448979593,7.448275862068966,17.163265306122447,5/16,2,1
OC McCoy,West Indies,2019,2024,39,38,123.4,1,1068,49,21.79591836734694,8.63611859838275,15.142857142857142,6/17,2,1
N Nipiko,VAN,2019,2024,39,31,94.1,0,771,49,15.73469387755102,8.187610619469027,11.53061224489796,5/19,5,1
Fitri Sham,MAS,2019,2024,45,42,146.2,2,976,48,20.333333333333332,6.669703872437358,18.291666666666664,3/22,0,0
Janak Prakash,SGP,2019,2024,43,43,149.2,1,1295,48,26.979166666666668,8.671875000000002,18.666666666666664,3/15,0,0
SR Watson,Australia,2006,2016,58,49,155,2,1187,48,24.729166666666668,7.658064516129032,19.375,4/15,1,0
SC Williams,Zimbabwe,2006,2024,81,73,198,0,1374,48,28.625,6.9393939393939394,24.75,3/15,0,0
CJA Amini,Papau New Guinea,2015,2024,59,51,145,0,906,47,19.27659574468085,6.248275862068965,18.51063829787234,4/18,1,0
Aqib Ilyas,OMA,2015,2024,56,37,123,2,745,47,15.851063829787234,6.056910569105691,15.702127659574469,4/10,2,0
DJ Hawoe,INA,2022,2024,49,47,146.5,5,939,47,19.97872340425532,6.395005675368899,18.74468085106383,4/18,1,0
M Morkel (SA/World),NA,2007,2017,44,44,158.4,3,1191,47,25.340425531914892,7.506302521008404,20.25531914893617,4/17,2,0
AJ Tye,Australia,2016,2021,32,31,113.5,1,997,47,21.21276595744681,8.758418740849194,14.53191489361702,4/23,1,0
S Veerapathiran,BHR,2020,2024,43,42,129.3,1,1033,47,21.97872340425532,7.976833976833975,16.531914893617024,3/20,0,0
V Vijh,LUX,2019,2024,42,40,127.5,0,993,47,21.127659574468087,7.767926988265971,16.319148936170212,4/19,1,0
Washington Sundar,India,2017,2024,52,50,160.3,1,1104,47,23.48936170212766,6.878504672897195,20.489361702127663,3/15,0,0
P Aho,NGA,2021,2024,38,37,111,7,590,46,12.826086956521738,5.315315315315315,14.478260869565217,6/5,2,1
SVE Bharathi,GER,2020,2023,37,37,125.5,2,672,46,14.608695652173912,5.340397350993378,16.41304347826087,4/6,1,0
Khawar Ali,OMA,2015,2022,41,39,119.2,0,790,46,17.17391304347826,6.620111731843576,15.565217391304348,4/11,3,0
Sami Sohail,MWest Indies,2019,2024,46,34,104.5,5,671,46,14.58695652173913,6.400635930047695,13.673913043478262,4/6,2,0
Shoriful Islam,BAN,2021,2024,42,41,138.5,1,1132,46,24.608695652173914,8.153661464585834,18.108695652173914,3/21,0,0
JJ Smit,Namibia,2019,2024,55,37,125.2,1,834,46,18.130434782608695,6.654255319148937,16.347826086956523,6/10,0,1
Abdullah Akbarjan,Aut,2019,2024,35,34,109.4,2,714,45,15.866666666666667,6.51063829787234,14.622222222222222,4/11,2,0
Aqib Iqbal,Aut,2019,2024,43,42,147.1,4,941,45,20.91111111111111,6.394110985277464,19.622222222222224,5/5,0,1
F Banunaek,INA,2022,2024,44,44,133,3,925,45,20.555555555555557,6.954887218045113,17.733333333333334,4/17,1,0
LA Burns,ESP,2022,2024,28,28,101.4,2,586,45,13.022222222222222,5.763934426229508,13.555555555555555,5/11,0,1
GJ Delany,Ireland,2019,2024,75,58,164.2,1,1250,45,27.77777777777778,7.606490872210954,21.911111111111108,3/16,0,0
Iqbal Hussain,QAT,2019,2021,26,26,94,0,693,45,15.4,7.372340425531915,12.533333333333333,4/16,2,0
AD Mathews,Sri Lanka,2009,2024,90,72,194.5,4,1389,45,30.866666666666667,7.129170230966638,25.977777777777778,3/16,0,0
KW Richardson,Australia,2014,2023,36,36,126,0,1059,45,23.533333333333335,8.404761904761905,16.8,4/30,1,0
E Rukiriza,RWN,2023,2024,44,41,136.5,0,885,45,19.666666666666668,6.467722289890377,18.244444444444444,5/11,1,1
Shiraz Khan,KUW,2019,2024,53,52,172.4,5,1091,45,24.244444444444444,6.318532818532819,23.022222222222222,4/12,1,0
MP Stoinis,Australia,2015,2024,74,48,125,0,1091,45,24.244444444444444,8.728,16.666666666666668,4/23,1,0
S Vijay Unni,MAS,2022,2024,43,43,139.3,2,880,45,19.555555555555557,6.3082437275985654,18.6,4/23,1,0
Yasir Ali,ESP,2019,2024,38,32,96.2,1,591,45,13.133333333333333,6.134948096885814,12.844444444444445,6/28,0,1
Abdur Razzak,BAN,2006,2014,34,33,121.4,4,838,44,19.045454545454547,6.887671232876712,16.59090909090909,4/16,1,0
Ahsan Malik,NED,2012,2017,31,29,95.5,1,730,44,16.59090909090909,7.6173913043478265,13.068181818181818,5/19,1,1
JW Dernbach (ENG/ITA),NA,2011,2021,40,39,137.4,1,1170,44,26.59090909090909,8.498789346246975,18.772727272727273,4/22,1,0
JJ Huo,MOZ,2019,2024,37,29,88.1,6,526,44,11.954545454545455,5.965973534971645,12.022727272727273,4/11,1,0
D Jakiel (MWI/ZIM),NA,2019,2024,35,35,125.4,4,845,44,19.204545454545453,6.724137931034482,17.136363636363637,5/11,2,1
DJG Sammy (WI/World),NA,2007,2017,68,59,152.4,0,1116,44,25.363636363636363,7.310043668122272,20.818181818181817,5/26,1,1
Simi Singh,Ireland,2018,2022,53,53,160.5,0,1225,44,27.84090909090909,7.6165803108808285,21.931818181818183,3/9,0,0
K Waiswa,UGA,2020,2024,73,35,98,2,700,44,15.909090909090908,7.142857142857143,13.363636363636363,4/14,2,0
Al-Amin Hossain,BAN,2013,2020,31,29,102.2,0,730,43,16.976744186046513,7.133550488599349,14.279069767441861,3/20,0,0
IKEG Artawan,INA,2022,2024,48,45,120.1,0,738,43,17.162790697674417,6.141470180305132,16.767441860465116,4/12,1,0
Mudassar Bukhari,NED,2008,2016,38,35,117.2,4,780,43,18.13953488372093,6.647727272727273,16.372093023255815,4/7,3,0
Ibrahim Hassan,MDV,2019,2024,48,48,144.3,2,1110,43,25.813953488372093,7.681660899653978,20.16279069767442,5/24,1,1
FJ Klaassen,NED,2018,2024,39,38,134,0,1008,43,23.441860465116278,7.522388059701493,18.697674418604652,5/19,0,1
GJ Maxwell,Australia,2012,2024,116,76,164.1,0,1321,43,30.72093023255814,8.046700507614213,22.906976744186046,3/10,0,0
KD Mills,New Zealand,2005,2014,42,42,149.3,1,1228,43,28.558139534883722,8.214046822742473,20.860465116279073,3/26,0,0
P Mishra,BUL,2019,2024,50,46,158.4,2,1195,43,27.790697674418606,7.531512605042018,22.13953488372093,5/16,0,1
K Nassoro,TAN,2021,2024,65,53,146.2,3,890,43,20.697674418604652,6.082004555808656,20.418604651162788,4/14,1,0
SA Okpe,NGA,2019,2024,46,40,104.5,4,585,43,13.604651162790697,5.580286168521463,14.627906976744185,5/9,0,1
Sahir Naqash,GER,2019,2023,38,31,89.3,0,660,43,15.348837209302326,7.374301675977653,12.488372093023257,3/24,0,0
Sayed Monib,KUW,2020,2024,38,35,108.2,0,955,43,22.209302325581394,8.815384615384616,15.116279069767442,4/16,1,0
G Sesay,Sri LankaE,2021,2024,34,32,92.1,4,515,43,11.976744186046512,5.587703435804701,12.86046511627907,4/6,2,0
Karim Janat,Afghanistan,2016,2024,66,49,139.1,0,1140,42,27.142857142857142,8.191616766467066,19.88095238095238,5/11,0,1
RM Koda,INA,2022,2024,44,44,142.3,2,864,42,20.571428571428573,6.0631578947368405,20.35714285714286,3/14,0,0
Mashrafe Mortaza,BAN,2006,2017,54,53,189.5,1,1527,42,36.357142857142854,8.043898156277436,27.11904761904762,4/19,1,0
Mohammad Saifuddin,BAN,2017,2024,38,38,132.5,0,1158,42,27.571428571428573,8.717691342534504,18.976190476190474,4/33,1,0
KA Pollard,West Indies,2008,2022,101,63,142.4,0,1188,42,28.285714285714285,8.327102803738319,20.38095238095238,4/25,1,0
DG Blampied,JER,2019,2024,42,40,114.5,1,792,41,19.317073170731707,6.896952104499275,16.804878048780488,4/20,1,0
AC Evans,Scotland,2015,2022,35,33,120,4,954,41,23.26829268292683,7.95,17.5609756097561,5/24,0,1
MA Leask,Scotland,2013,2024,67,49,125.3,0,983,41,23.975609756097562,7.8326693227091635,18.365853658536587,3/11,0,0
Mahmudullah,BAN,2007,2024,141,80,158.2,2,1135,41,27.682926829268293,7.1684210526315795,23.17073170731707,3/10,0,0
WP Masakadza,Zimbabwe,2015,2024,55,54,160.4,2,1168,41,28.48780487804878,7.2697095435684655,23.51219512195122,4/11,2,0
M Mooketsi,BOT,2019,2024,38,37,132,2,852,41,20.78048780487805,6.454545454545454,19.317073170731707,4/16,1,0
