Player,Country,Start,End,Matches,Innings,Dismissals,Caught,CaughtFielder,CaughtBehind,Stumped,MaxDismissalsInnings
MS Chapman (HKG/NZ),NA,2014,2024,78,75,26,26,26,0,0,2
IDA Damarell ,GUE,2020,2024,27,27,26,16,0,16,10,3
GJ Delany ,Ireland,2019,2024,75,75,26,26,26,0,0,2
ADS Fletcher ,West Indies,2008,2024,58,55,26,24,12,12,2,3
JN Frylinck ,Namibia,2019,2024,65,64,26,26,26,0,0,3
Haider Butt ,BHR,2021,2024,55,54,26,26,26,0,0,2
Iftikhar Ahmed ,Pakistan,2016,2024,66,66,26,26,26,0,0,3
Janak Prakash ,SGP,2019,2024,43,43,26,26,26,0,0,3
NL McCullum ,New Zealand,2007,2016,63,63,26,26,26,0,0,3
Manpreet Singh ,SGP,2019,2024,40,40,26,20,2,18,6,2
Mohammad Nawaz (3) ,Pakistan,2016,2024,60,60,26,26,26,0,0,3
RG Mukasa ,UGA,2019,2024,58,57,26,26,26,0,0,2
C Munoz-Mills ,ESP,2019,2024,41,40,26,26,26,0,0,3
K Nassoro ,TAN,2021,2024,65,63,26,26,26,0,0,2
Zeeshan Ali ,Hong Kong,2022,2024,44,43,26,19,1,18,7,4
FA Allen ,West Indies,2018,2024,39,38,25,25,25,0,0,2
JJ Atkinson ,Hong Kong,2014,2024,29,29,25,24,6,18,1,3
Meet Bhavsar ,KUW,2019,2024,59,59,25,23,15,8,2,3
D Doyle-Calle ,ESP,2022,2024,30,29,25,25,25,0,0,2
Karan KC ,NEP,2015,2024,75,75,25,25,25,0,0,2
AM Kimote ,TAN,2021,2024,67,65,25,25,25,0,0,3
MO Kitunda ,TAN,2021,2024,55,54,25,16,8,8,9,3
LS Livingstone ,England,2017,2024,55,55,25,25,25,0,0,3
W Madhevere ,Zimbabwe,2020,2024,69,69,25,25,25,0,0,2
H Masakadza ,Zimbabwe,2006,2019,66,66,25,25,25,0,0,3
MJ Richardson ,GER,2019,2023,25,25,25,15,0,15,10,4
Rohan Mustafa ,United Arab Emirates,2014,2023,58,58,25,25,25,0,0,2
Sabbir Rahman ,BAN,2014,2022,48,47,25,25,25,0,0,3
PD Salt ,England,2022,2024,38,38,25,23,16,7,2,2
Sompal Kami ,NEP,2014,2024,74,74,25,25,25,0,0,2
TP Ura ,Papau New Guinea,2015,2024,60,60,25,25,25,0,0,2
Ahmed Faiz ,MAS,2019,2024,81,79,24,24,24,0,0,2
Ayaan Khan ,OMA,2021,2024,42,42,24,24,24,0,0,4
TS Bharaj ,DEN,2019,2024,32,30,24,21,7,14,3,5
F du Plessis (SA/World),NA,2012,2020,50,50,24,24,24,0,0,2
V Ganesan ,GER,2019,2024,47,47,24,24,24,0,0,3
DJ Hussey ,Australia,2008,2012,39,39,24,24,24,0,0,2
BA King ,West Indies,2019,2024,60,59,24,24,24,0,0,2
Naseem Khushi ,OMA,2017,2024,51,51,24,19,4,15,5,2
AR Patel ,India,2015,2024,66,65,24,24,24,0,0,2
MDKJ Perera ,Sri Lanka,2013,2024,74,73,24,18,8,10,6,3
KL Rahul ,India,2016,2022,72,71,24,23,19,4,1,2
V Saini ,ROM,2020,2024,40,40,24,24,24,0,0,2
PA van Meekeren ,NED,2013,2024,71,69,24,24,24,0,0,2
J Charles ,West Indies,2011,2024,57,57,23,21,19,2,2,2
BJ Haddin ,Australia,2006,2014,34,34,23,17,0,17,6,3
Ibrahim Rizan ,MDV,2019,2024,42,42,23,23,23,0,0,3
G Malla ,NEP,2014,2022,45,45,23,23,23,0,0,3
SS McKechnie ,Hong Kong,2019,2023,30,30,23,14,0,14,9,3
Muhammad Amir ,MAS,2019,2024,50,50,23,23,23,0,0,2
Mustafizur Rahman ,BAN,2015,2024,106,105,23,23,23,0,0,3
MP Stoinis ,Australia,2015,2024,74,73,23,23,23,0,0,2
SR Thompson ,Ireland,2014,2019,41,39,23,23,23,0,0,3
RE van der Merwe (NED/SA),NA,2009,2024,60,59,23,23,23,0,0,2
S Veerapathiran ,BHR,2020,2024,43,43,23,23,23,0,0,4
CL White ,Australia,2007,2014,47,47,23,23,23,0,0,2
MM Ali ,England,2014,2024,92,91,22,22,22,0,0,2
F Banunaek ,INA,2022,2024,44,44,22,22,22,0,0,3
TA Boult ,New Zealand,2013,2024,61,61,22,22,22,0,0,3
E Chigumbura ,Zimbabwe,2006,2020,57,57,22,22,22,0,0,2
KJ Coetzer ,Scotland,2008,2021,70,68,22,22,22,0,0,2
SM Curran ,England,2019,2024,58,58,22,22,22,0,0,2
L Emilio ,MOZ,2019,2022,24,23,22,13,2,11,9,4
Hamza Tariq ,Canada,2013,2022,26,26,22,16,2,14,6,3
Imad Wasim ,Pakistan,2015,2024,75,75,22,22,22,0,0,2
HA Jackson ,Fran,2021,2024,23,23,22,18,0,18,4,4
S Lamichhane (ICC/NEP),NA,2018,2024,58,58,22,22,22,0,0,2
DJ Malan ,England,2017,2023,62,61,22,22,22,0,0,2
J Mees ,LUX,2019,2024,40,40,22,20,5,15,2,2
WTS Porterfield ,Ireland,2008,2018,61,59,22,22,22,0,0,2
KH Prajapati ,OMA,2021,2024,47,47,22,22,22,0,0,2
DMW Rawlins ,BER,2019,2023,28,28,22,22,22,0,0,3
Riazat Ali Shah ,UGA,2019,2024,63,62,22,22,22,0,0,2
MA Starc ,Australia,2012,2024,65,65,22,22,22,0,0,2
BA Stokes ,England,2011,2022,43,42,22,22,22,0,0,3
BRM Taylor ,Zimbabwe,2006,2021,45,45,22,20,3,17,2,3
Aizaz Khan ,Hong Kong,2014,2024,85,84,21,21,21,0,0,2
CJ Anderson (NZ/USA),NA,2012,2024,42,42,21,21,21,0,0,4
Anshuman Rath ,Hong Kong,2015,2024,52,51,21,21,21,0,0,3
Asif Ali ,Pakistan,2018,2023,58,58,21,21,21,0,0,2
S Bau ,Papau New Guinea,2016,2024,56,56,21,21,21,0,0,3
B Bhandari ,NEP,2014,2024,40,40,21,13,3,10,8,3
SCJ Broad ,England,2006,2014,56,56,21,21,21,0,0,3
C Chete ,MWest Indies,2019,2024,26,26,21,17,0,17,4,3
DM de Silva ,Sri Lanka,2015,2024,45,44,21,21,21,0,0,2
Ehsan Khan ,Hong Kong,2016,2024,78,77,21,21,21,0,0,2
MD Gunathilaka ,Sri Lanka,2016,2022,46,45,21,21,21,0,0,3
JP Kotze ,Namibia,2019,2024,44,43,21,17,10,7,4,3
SL Malinga ,Sri Lanka,2006,2020,84,83,21,21,21,0,0,2
A Shirai-Patmore ,Japan,2022,2024,26,26,21,11,0,11,10,3
K Rabada ,South Africa,2014,2024,65,65,21,21,21,0,0,3
Ali Raza ,Belg,2021,2024,20,20,21,18,2,16,3,3
AD Russell ,West Indies,2011,2024,83,80,21,21,21,0,0,2
Sami Sohail ,MWest Indies,2019,2024,46,46,21,21,21,0,0,3
N Vanua ,Papau New Guinea,2015,2024,58,58,21,21,21,0,0,2
Abhishek Ahuja ,HUN,2022,2024,17,16,20,17,0,17,3,3
Aaftab Alam Khan ,MLT,2021,2023,27,27,20,18,3,15,2,2
Ahmed Raza ,United Arab Emirates,2014,2022,55,55,20,20,20,0,0,2
Asghar Afghan ,Afghanistan,2010,2021,75,75,20,20,20,0,0,2
PS Athavale ,OMA,2023,2024,21,21,20,13,0,13,7,3
MTMMJ Ave ,COK,2022,2024,12,12,20,18,9,9,2,5
RD Berrington ,Scotland,2008,2024,97,94,20,20,20,0,0,2
SR Bhudia ,Kenya,2019,2024,44,43,20,20,20,0,0,2
Bilal Tahir ,KUW,2019,2024,46,46,20,20,20,0,0,4
Z Bimenyimana ,RWN,2021,2024,78,77,20,20,20,0,0,2
W Boshoff ,SWE,2021,2023,20,20,20,13,1,12,7,3
L Bruce ,GIBR,2021,2024,42,42,20,20,20,0,0,3
C de Grandhomme ,New Zealand,2012,2021,41,41,20,20,20,0,0,4
BFW de Leede ,NED,2018,2024,41,41,20,20,20,0,0,3
CH Gayle ,West Indies,2006,2021,79,76,20,20,20,0,0,2
Haris Rauf ,Pakistan,2020,2024,75,75,20,20,20,0,0,2
MEK Hussey ,Australia,2005,2012,38,38,20,20,20,0,0,3
D Kansonkho ,MWest Indies,2019,2024,46,46,20,20,20,0,0,2
C Kieswetter ,England,2010,2012,25,25,20,17,0,17,3,3
ND Laegsgaard ,DEN,2019,2024,29,27,20,20,20,0,0,3
A Limdawala ,MWest Indies,2022,2024,33,33,20,20,20,0,0,3
O Manishimwe ,RWN,2022,2024,65,65,20,20,11,9,0,2
Manpreet Singh ,ITA,2019,2023,20,19,20,13,0,13,7,4
PK Matautaava ,VAN,2019,2024,28,28,20,20,20,0,0,3
K Motlhanka ,BOT,2019,2024,40,39,20,16,13,3,4,4
YI Patel ,KUW,2022,2024,41,41,20,20,20,0,0,2
Rafiullah ,OMA,2022,2024,32,32,20,20,20,0,0,3
Ravinderpal Singh ,Canada,2019,2024,35,34,20,20,20,0,0,3
A Shreshta ,NGA,2021,2023,22,22,20,18,0,18,2,3
M Simpson-Parker ,Aut,2019,2024,37,37,20,19,16,3,1,3
RK Singh ,India,2023,2024,30,30,20,20,20,0,0,3
S Vashisht ,ROM,2019,2024,34,34,20,20,20,0,0,2
SR Watson ,Australia,2006,2016,58,58,20,20,20,0,0,2
D Wiese (NAM/SA),NA,2013,2024,54,54,20,20,20,0,0,2
Afif Hossain ,BAN,2018,2023,69,68,19,19,19,0,0,2
FH Allen ,New Zealand,2021,2024,47,46,19,19,19,0,0,2
Aman Desai ,SGP,2022,2024,27,27,19,17,1,16,2,2
HM Amla (SA/World),NA,2009,2018,44,44,19,19,19,0,0,2
Aqib Ilyas ,OMA,2015,2024,56,56,19,19,19,0,0,2
IKEG Artawan ,INA,2022,2024,48,48,19,19,19,0,0,4
SW Billings (ENG/ICC),NA,2015,2022,37,36,19,17,13,4,2,3
MV Boucher ,South Africa,2005,2010,25,25,19,18,0,18,1,3
CR Brathwaite ,West Indies,2011,2019,41,41,19,19,19,0,0,2
FA Cossa ,MOZ,2019,2024,37,36,19,19,19,0,0,3
SS Cottrell ,West Indies,2014,2023,45,44,19,19,19,0,0,2
S Dhawan ,India,2011,2021,68,67,19,19,19,0,0,2
LB Ferbrache ,GUE,2019,2024,31,31,19,19,19,0,0,2
TWM Latham ,New Zealand,2012,2023,26,25,19,15,2,13,4,3
I Liyanage ,QAT,2020,2024,35,35,19,16,3,13,3,2
C Munro ,New Zealand,2012,2020,65,64,19,19,19,0,0,2
CW Perchard ,JER,2019,2024,47,47,19,19,19,0,0,2
JJ Roy ,England,2014,2022,64,64,19,19,19,0,0,2
C Rubagumya ,RWN,2021,2024,75,74,19,19,19,0,0,2
Saad Bin Zafar ,Canada,2019,2024,49,48,19,19,19,0,0,3
Samiullah Shinwari ,Afghanistan,2010,2022,65,65,19,19,19,0,0,1
E Sebareme ,RWN,2021,2024,65,64,19,19,19,0,0,2
S Ssesazi ,UGA,2021,2024,82,81,19,19,14,5,0,2
T Stubbs ,South Africa,2022,2024,35,35,19,19,19,0,0,2
S Thakor ,TAN,2021,2024,58,56,19,19,19,0,0,3
CJA Amini ,Papau New Guinea,2015,2024,59,59,18,18,18,0,0,2
DG Blampied ,JER,2019,2024,42,42,18,18,18,0,0,2
Hisham Shaikh ,KSA,2021,2024,34,34,18,18,18,0,0,2
Jatinder Singh ,OMA,2015,2024,56,56,18,18,18,0,0,2
C Madande ,Zimbabwe,2022,2024,33,33,18,17,1,16,1,2
W Miyauchi ,Japan,2023,2024,23,23,18,12,3,9,6,3
Mohammad Nadeem ,OMA,2015,2024,54,54,18,18,18,0,0,3
Mohammad Naim ,BAN,2019,2022,35,35,18,18,18,0,0,2
AR Ramjani ,UGA,2022,2024,45,45,18,18,18,0,0,2
JE Root ,England,2012,2019,32,32,18,18,18,0,0,2
Shiraz Khan ,KUW,2019,2024,53,53,18,18,18,0,0,2
M Shumba ,Zimbabwe,2020,2022,30,30,18,18,18,0,0,2
P Silas ,BOT,2019,2023,29,28,18,18,18,0,0,3
GC Smith ,South Africa,2005,2011,33,33,18,18,18,0,0,2
BDH Stevens ,JER,2019,2022,20,20,18,18,18,0,0,3
Tamim Iqbal (BAN/ICC/World),NA,2007,2020,78,76,18,18,18,0,0,2
Umar Gul ,Pakistan,2007,2016,60,60,18,18,18,0,0,2
Umer Toor ,BHR,2022,2024,31,31,18,14,9,5,4,3
HE van der Dussen ,South Africa,2018,2024,48,48,18,18,18,0,0,2
Washington Sundar ,India,2017,2024,52,51,18,18,18,0,0,2
Abdul Waheed ,KSA,2020,2024,40,40,17,17,17,0,0,3
Abdul Hashmi ,DEN,2019,2024,23,21,17,11,0,11,6,3
S Adedeji ,NGA,2019,2024,43,42,17,17,17,0,0,3
TC Barker ,LUX,2019,2024,40,40,17,17,17,0,0,2
J Botha ,South Africa,2006,2012,40,40,17,17,17,0,0,2
C Chatphaisan ,THA,2022,2024,35,35,17,17,17,0,0,2
N Davin ,Namibia,2019,2024,34,34,17,17,17,0,0,3
AC Gilchrist ,Australia,2005,2008,13,13,17,17,0,17,0,4
Ibrahim Hassan ,MDV,2019,2024,48,48,17,17,17,0,0,3
Ibrahim Zadran ,Afghanistan,2019,2024,44,44,17,17,17,0,0,2
DPMD Jayawardene ,Sri Lanka,2006,2014,55,55,17,17,17,0,0,2
CK Kapugedera ,Sri Lanka,2006,2017,43,43,17,17,17,0,0,3
FJ Klaassen ,NED,2018,2024,39,38,17,17,17,0,0,2
KMDN Kulasekara ,Sri Lanka,2008,2017,58,58,17,17,17,0,0,2
H Lakov ,BUL,2019,2022,35,34,17,17,17,0,0,3
JB Little ,Ireland,2016,2024,69,69,17,17,17,0,0,2
Mohammad Wasim (1) ,Pakistan,2021,2024,29,29,17,17,17,0,0,2
AK Mohan ,FIN,2019,2023,25,25,17,15,6,9,2,3
JA Morkel ,South Africa,2005,2015,50,50,17,17,17,0,0,2
Muhammad Tanveer ,QAT,2019,2024,53,53,17,17,17,0,0,2
TW Nightingale ,GUE,2020,2024,30,30,17,17,17,0,0,2
S Ravichandran ,Japan,2022,2024,34,34,17,17,17,0,0,2
E Rukiriza ,RWN,2023,2024,44,44,17,17,17,0,0,2
Saber Zakhil ,Belg,2019,2024,43,43,17,17,17,0,0,2
Scott Austin ,CYP,2021,2024,19,19,17,17,17,0,0,4
II Selemani ,TAN,2021,2024,63,61,17,17,17,0,0,2
HAM Shah ,DEN,2019,2024,32,30,17,17,17,0,0,3
Shaheen Shah Afridi ,Pakistan,2018,2024,73,73,17,17,17,0,0,3
Shaheryar Butt ,Belg,2019,2024,38,38,17,17,12,5,0,2
Sultan Ahmed ,OMA,2015,2017,17,16,17,14,0,14,3,3
D Suzuki ,Japan,2022,2024,37,37,17,17,17,0,0,2
R Tari ,VAN,2019,2024,38,38,17,17,17,0,0,2
LV van Beek ,NED,2014,2024,31,31,17,17,17,0,0,3
DJ Willey ,England,2015,2022,43,43,17,17,17,0,0,2
KIC Asalanka ,Sri Lanka,2021,2024,55,55,16,16,16,0,0,3
MNM Aslam ,KUW,2019,2024,61,61,16,16,16,0,0,2
KS Bagabena ,GHA,2019,2024,45,45,16,16,16,0,0,3
PJ Cummins ,Australia,2011,2024,57,57,16,16,16,0,0,2
IK Gamantika ,INA,2022,2024,44,44,16,16,16,0,0,3
DJ Hawoe ,INA,2022,2024,49,49,16,16,16,0,0,3
AJ Hosein ,West Indies,2021,2024,65,61,16,16,16,0,0,2
Imran Ali Butt ,BHR,2019,2024,26,26,16,10,0,10,6,2
JP Inglis ,Australia,2022,2024,29,29,16,15,6,9,1,2
